TXNAME	GENEID	day5-rep2-sirvs.aligned.sorted	day0-rep1-sirvs.aligned.sorted	day0-rep3-sirvs.aligned.sorted	day5-rep3-sirvs.aligned.sorted	day0-rep2-sirvs.aligned.sorted	day5-rep1-sirvs.aligned.sorted
BambuTx1	BambuGene4	292646	320672	509063	337423	555729	583133
BambuTx2	BambuGene4	162393	161323	182665	186758	417808	392148
BambuTx3	BambuGene4	71451	69117	147836	84366	148903	142024
BambuTx4	BambuGene4	112312	242395	384226	129490	512828	245327
BambuTx5	BambuGene1	90	3544	1664	108	3648	148
BambuTx6	BambuGene9	16036	13439	20649	17884	17609	26785
BambuTx7	BambuGene9	0	0	0	0	0	0
BambuTx8	BambuGene9	0	0	0	0	0	1
BambuTx9	BambuGene9	0	0	0	0	0	1
BambuTx10	BambuGene9	0	0	0	0	0	0
BambuTx11	BambuGene9	183875	4185	4228	201868	4160	292111
BambuTx12	BambuGene9	0	0	0	0	0	0
BambuTx13	BambuGene9	7083	18522	11510	8299	35310	18597
BambuTx14	BambuGene20	4809	671	368	4908	766	13302
BambuTx15	SIRV3	5358	459653	702984	6142	732813	11600
BambuTx16	SIRV3	56587	62860	65552	65374	156843	151502
BambuTx17	BambuGene24	52	8252	4443	62	11802	169
BambuTx18	BambuGene24	11077	26299	23915	13503	62790	28100
BambuTx19	BambuGene27	41602	101198	159039	47557	156448	74961
BambuTx20	BambuGene27	783924	48296	66176	914780	141843	1939945
BambuTx21	BambuGene30	21659	2568	1477	23950	4005	62647
BambuTx22	BambuGene32	5716	77802	48265	6495	144097	16879
BambuTx23	BambuGene32	158	20500	10891	164	30124	443
BambuTx24	SIRV5	331563	477278	749417	370470	812023	689827
BambuTx25	SIRV5	1042026	83657	130848	1204333	141837	2112161
BambuTx26	SIRV5	9385	309021	520544	9140	523404	17424
BambuTx27	SIRV5	3028	280541	338015	3286	372441	5555
BambuTx28	SIRV5	22001	46706	44337	23633	119772	53863
BambuTx29	SIRV6	6004	400371	661523	6792	703268	11826
BambuTx30	SIRV6	383406	144912	246950	442569	286315	761972
BambuTx31	SIRV6	33039	3726	2113	33873	5598	88530
BambuTx32	SIRV6	133238	163096	298364	152153	296938	270888
BambuTx33	SIRV6	40506	79836	81196	44778	211028	103370
BambuTx34	SIRV7	2859	253255	372117	3347	400475	6212
BambuTx35	BambuGene40	4	7	7	1	4	7
BambuTx36	BambuGene40	2	1	0	0	3	0
BambuTx37	SIRV7	316521	304606	439827	356477	811417	777758
BambuTx38	SIRV7	217680	215463	281878	249324	600709	565086
BambuTx39	SIRV3	7028	510640	786785	7954	990675	15500
BambuTx40	BambuGene23	5	20	26	5	47	7
BambuTx41	BambuGene23	0	2	3	0	1	2
BambuTx42	BambuGene38	0	37	10	0	22	7
BambuTx43	BambuGene39	0	7	1	0	0	0
BambuTx44	BambuGene39	0	24	10	1	15	0
BambuTx45	BambuGene39	0	7	1	0	2	0
BambuTx46	BambuGene40	0	6	7	0	4	0
BambuTx47	BambuGene40	7	93	213	9	309	10
BambuTx48	BambuGene40	102	205	510	144	581	291
BambuTx49	BambuGene38	1	0	2	2	1	1
BambuTx50	BambuGene38	0	5	69	11817	88	1
BambuTx51	BambuGene38	0	2264	8062	0	7492	1962
BambuTx52	BambuGene39	0	0	7	0	2	0
BambuTx53	BambuGene39	0	2	7	0	1	0
BambuTx54	BambuGene39	0	4	9	0	3	0
BambuTx55	BambuGene40	0	0	7	0	0	0
BambuTx56	BambuGene23	0	0	0	3	0	0
BambuTx57	BambuGene39	0	11681	2108	0	17351	1376
BambuTx58	BambuGene36	0	31	10	9	26	46
SIRV206	SIRV2	75	55	30	33	45	62
SIRV301	SIRV3	410906	256525	399546	463017	399488	832568
SIRV305	SIRV3	203	896	406	179	908	529
SIRV507	SIRV5	86	6491	2975	82	7245	211
SIRV609	SIRV6	1247	3366	1585	1265	3768	3424
SIRV702	SIRV7	2209	140024	222292	2460	222004	4004
SIRV705	SIRV7	116924	192106	325901	136381	339959	253634
