TXNAME	GENEID	day5-rep2-sirvs.aligned.sorted	day0-rep1-sirvs.aligned.sorted	day0-rep3-sirvs.aligned.sorted	day5-rep3-sirvs.aligned.sorted	day0-rep2-sirvs.aligned.sorted	day5-rep1-sirvs.aligned.sorted
BambuTx1	BambuGene4	57451.63217	51176.21477	53486.08167	57976.59535	48292.04638	53321.24722
BambuTx2	BambuGene4	30200.41121	24631.82729	18573.02069	30749.65945	34417.66538	33998.58141
BambuTx3	BambuGene4	14027.10637	11033.5638	15537.57791	14497.91524	12943.59801	12988.28974
BambuTx4	BambuGene4	20886.10245	37007.43614	39066.38647	21319.99536	42243.43506	21268.78653
BambuTx5	BambuGene1	16.7367	541.06152	169.18531	17.78144	300.49468	12.83077
BambuTx6	BambuGene9	3213.43996	2537.6762	2369.35829	3150.34981	1780.90802	2570.422
BambuTx7	BambuGene9	2479.22056	0	0	1970.71993	0	2242.50444
BambuTx8	BambuGene9	6584.75669	0	0	5000.62844	0	4188.64642
BambuTx9	BambuGene9	4608.61548	17.73414	16.44192	3420.09691	23.48225	2456.36474
BambuTx10	BambuGene9	5208.27591	21.26695	30.0989	3911.52643	31.00312	4119.95166
BambuTx11	BambuGene9	41022.55947	846.10237	549.56618	38947.13706	462.61436	31189.56757
BambuTx12	BambuGene9	0.00004	495.57756	714.15355	0	725.15525	0
BambuTx13	BambuGene9	1318.67282	2846.28576	1174.79994	1367.816	2926.68108	1614.2495
BambuTx14	BambuGene20	894.29753	102.44139	37.41598	808.06764	63.09729	1153.20865
BambuTx15	SIRV3	1080.71538	77894.0037	79290.53222	1079.53251	67694.80604	1085.04308
BambuTx16	SIRV3	10531.60816	9603.90816	6667.71883	10769.73133	12925.72752	13141.31193
BambuTx17	BambuGene24	9.67009	1259.86706	451.73699	10.20786	972.1596	14.65239
BambuTx18	BambuGene24	2059.91552	4015.17738	2431.53053	2223.17386	5172.16582	2436.28445
BambuTx19	BambuGene27	7736.78274	15449.87112	16170.11014	7829.96582	12888.8188	6498.94258
BambuTx20	BambuGene27	145787.45432	7373.33718	6728.36983	150612.86742	11685.59985	168188.67372
BambuTx21	BambuGene30	4027.7792	392.05586	150.1723	3943.19884	329.90164	5431.14286
BambuTx22	BambuGene32	1070.74758	12389.37046	5103.22903	1076.42189	12270.83794	1474.04306
BambuTx23	BambuGene32	29.59729	3264.46742	1151.54392	27.17986	2565.26314	38.68719
BambuTx24	SIRV5	63437.97538	74997.1022	77475.84129	62396.94251	69252.35623	61515.82889
BambuTx25	SIRV5	199360.83492	13145.24122	13527.1386	202835.78438	12096.11192	188346.62145
BambuTx26	SIRV5	1808.48985	48104.5413	53375.61243	1551.29505	44133.16744	1573.73745
BambuTx27	SIRV5	583.51683	43708.50686	34689.92336	557.62751	31414.7757	501.6067
BambuTx28	SIRV5	4094.08901	7148.99257	4515.13927	3892.14701	9883.07676	4672.02349
BambuTx29	SIRV6	1274.62579	65235.67011	71122.98245	1245.51917	62453.71378	1164.6015
BambuTx30	SIRV6	81339.66834	23647.5947	26612.89066	81125.78897	25470.64137	75089.30049
BambuTx31	SIRV6	6258.05644	583.21721	219.09034	5603.89549	476.02354	7721.86957
BambuTx32	SIRV6	24955.49617	25040.26202	30424.81689	25196.12087	24607.01425	23659.48977
BambuTx33	SIRV6	7561.73493	12226.49033	8271.36867	7395.87691	17448.35919	8996.97571
BambuTx34	SIRV7	724.59345	48852.39325	47847.47877	715.11992	42750.18192	707.25254
BambuTx35	BambuGene40	0.74385	1.06869	0.71172	0.16464	0.32949	0.60686
BambuTx36	BambuGene40	0.37193	0.15267	0	0	0.24712	0
