TXNAME	GENEID	day5-rep2-sirvs.aligned.sorted	day0-rep1-sirvs.aligned.sorted	day0-rep3-sirvs.aligned.sorted	day5-rep3-sirvs.aligned.sorted	day0-rep2-sirvs.aligned.sorted	day5-rep1-sirvs.aligned.sorted
BambuTx1	SIRV1	308940.62774	335197.4609	526043.05468	352106.83108	586232.64608	614989.99609
BambuTx2	SIRV1	75429.41572	72281.85584	152830.04059	88085.0056	157166.79253	149875.11536
BambuTx3	SIRV2	7089.8585	18653.52014	11560.986	8306.79419	35561.05406	18617.96328
BambuTx4	SIRV3	5839.51782	506749.51473	774540.469	6576.71941	816091.75414	12575.3599
BambuTx5	SIRV4	158.37657	20525.42031	10922.97869	164.24628	30157.22127	443.51117
BambuTx6	SIRV5	341059.30715	486506.56405	759230.47094	378906.77455	832094.45311	709373.97258
BambuTx7	SIRV5	9710.67993	311997.01382	523004.85396	9412.77118	530089.47394	18139.57642
BambuTx8	SIRV5	22009.80958	46768.27133	44389.31477	23634.81519	119863.54066	53873.01898
BambuTx9	SIRV6	6893.06861	427163.47404	700472.94865	7599.40292	761314.73973	13521.03703
BambuTx10	BambuGene4	4	7	7	1	4	7
BambuTx11	BambuGene4	2	1	0	0	3	0
BambuTx12	SIRV3	7033.68798	510903.38569	787114.03622	7959.22328	991136.90884	15509.8536
BambuTx13	BambuGene1	5	20	26	5	47	7
BambuTx14	BambuGene1	0	2	3	0	1	2
BambuTx15	BambuGene2	4726.36328	941.32384	13.90422	3.32085	123.62159	12.30639
BambuTx16	BambuGene3	0	273570.75319	1.29213	0	29701.64598	0
BambuTx17	BambuGene3	0	451.17057	190.88943	3	532.59403	0
BambuTx18	BambuGene3	0	45264.30918	501176.66501	0	114193.89995	0
BambuTx19	BambuGene4	0	6	7	0	4	0
BambuTx20	BambuGene4	7	93	213	9	309	10
BambuTx21	BambuGene4	102	205	510	144	581	291
BambuTx22	BambuGene2	4857.91015	9685.73931	45805.81168	3.65553	22595.45108	14145.19376
BambuTx23	BambuGene2	4726.36328	10663.46422	869.76491	21598.70277	1909.12511	14145.19376
BambuTx24	BambuGene2	4726.36328	21518.47263	11097.51919	3.32085	34429.80223	3449.30609
BambuTx25	BambuGene3	0	6936.72935	109.51743	0	36.91543	0
BambuTx26	BambuGene3	0	11.11893	17609.35245	0	20098.2566	0
BambuTx27	BambuGene3	0	6.94092	17.82482	0	162814.3034	0
BambuTx28	BambuGene4	0	0	7	0	0	0
BambuTx29	BambuGene1	0	0	0	3	0	0
BambuTx30	BambuGene3	0	50737.97785	53617.45874	0	250530.38461	1376
SIRV102	SIRV1	112313.06102	242402.01171	384232.37729	129492.36496	512834.6498	245330.73256
SIRV106	SIRV1	162399.89553	161340.67155	182672.52745	186765.79835	417829.90822	392166.15598
SIRV109	SIRV1	90	3544	1664	108	3648.00338	148
SIRV201	SIRV2	20442.98161	19411.39932	30372.62944	22031.30016	30608.21421	34697.57803
