TXNAME	GENEID	day5-rep2-sirvs.aligned.sorted	day0-rep1-sirvs.aligned.sorted	day0-rep3-sirvs.aligned.sorted	day5-rep3-sirvs.aligned.sorted	day0-rep2-sirvs.aligned.sorted	day5-rep1-sirvs.aligned.sorted
BambuTx1	SIRV1	14146.16332	11194.16789	15806.48383	14629.85622	13128.06885	13089.41345
BambuTx2	SIRV4	29.65888	3178.64615	1129.61871	27.26842	2519.09674	38.73592
BambuTx3	SIRV5	798.73503	47208.72998	53264.73982	805.83333	43322.68007	723.95977
BambuTx4	SIRV6	1298.63939	65242.11109	71579.52709	1268.69256	62489.33673	1184.67619
BambuTx5	BambuGene4	0.75017	1.08408	0.724	0.16614	0.33416	0.61155
BambuTx6	BambuGene4	0.37509	0.15487	0	0	0.25062	0
BambuTx7	BambuGene1	0.93772	3.09737	2.68915	0.83069	3.92635	0.61155
BambuTx8	BambuGene1	0	0.30974	0.31029	0	0.08354	0.17473
BambuTx9	BambuGene2	0	5.73013	1.03429	0	1.83787	0.61155
BambuTx10	BambuGene3	0	1.1062	0.10343	0	0	0
BambuTx11	BambuGene3	0	3.7927	1.03429	0.16614	1.25309	0
BambuTx12	BambuGene3	0	1.1062	0.10343	0	0.16708	0
BambuTx13	BambuGene4	0	0.92921	0.724	0	0.33416	0
BambuTx14	BambuGene4	1.31281	14.40276	22.03033	1.49524	25.81367	0.87365
BambuTx15	BambuGene4	19.12945	31.74802	52.74867	23.92388	48.53639	25.42308
BambuTx16	BambuGene2	0.18754	0	0.20686	0.33228	0.08354	0.08736
BambuTx17	BambuGene2	0	0.77434	0.724	0.49841	0.91893	0.08736
BambuTx18	BambuGene2	0	0.92921	0.20686	0	0.4177	0.08736
BambuTx19	BambuGene3	0	0	0.724	0	0.16708	0
BambuTx20	BambuGene3	0	0.31606	0.724	0	0.11139	0
BambuTx21	BambuGene3	0	0.61947	0.93086	0	0.25062	0
BambuTx22	BambuGene4	0	0	0.724	0	0	0
BambuTx23	BambuGene1	0	0	0	0.49841	0	0
BambuTx24	BambuGene3	0	1.42226	0.724	0	0.55693	0
SIRV101	SIRV1	57939.26062	51911.45171	54408.51916	58502.22015	48975.06008	53731.62252
SIRV102	SIRV1	21063.59357	37540.41954	39740.68333	21513.59642	42841.8972	21433.19952
SIRV105	SIRV1	1784.27176	212.79613	54.40438	1875.75543	141.52125	2222.05757
SIRV106	SIRV1	30457.05932	24986.59118	18893.59539	31028.89458	34905.26547	34261.40579
SIRV107	SIRV1	0.56263	0.31	0.31048	0.16614	0.58542	1.57257
SIRV108	SIRV1	0	1.55219	0.10387	0	0.25144	0.50737
