TXNAME	GENEID	day5-rep2-sirvs.aligned.sorted	day0-rep1-sirvs.aligned.sorted	day0-rep3-sirvs.aligned.sorted	day5-rep3-sirvs.aligned.sorted	day0-rep2-sirvs.aligned.sorted	day5-rep1-sirvs.aligned.sorted
BambuTx1	SIRV1	75428.65841	72281.81668	152824.8308	88058.43589	157148.23533	149825.23535
BambuTx2	SIRV4	158.14389	20524.82332	10921.70719	164.13108	30154.59562	443.38264
BambuTx3	SIRV5	4258.92947	304831.30149	514989.60431	4850.38415	518589.80952	8286.65423
BambuTx4	SIRV6	6924.46601	421274.57456	692065.94184	7636.37599	748022.35638	13560.14842
BambuTx5	BambuGene4	4	7	7	1	4	7
BambuTx6	BambuGene4	2	1	0	0	3	0
BambuTx7	BambuGene1	5	20	26	5	47	7
BambuTx8	BambuGene1	0	2	3	0	1	2
BambuTx9	BambuGene2	0	37	10	0	22	7
BambuTx10	BambuGene3	0	7.14286	1	0	0	0
BambuTx11	BambuGene3	0	24.4898	10	1	15	0
BambuTx12	BambuGene3	0	7.14286	1	0	2	0
BambuTx13	BambuGene4	0	6	7	0	4	0
BambuTx14	BambuGene4	7	93	213	9	309	10
BambuTx15	BambuGene4	102	205	510	144	581	291
BambuTx16	BambuGene2	1	0	2	2	1	1
BambuTx17	BambuGene2	0	5	7	3	11	1
BambuTx18	BambuGene2	0	6	2	0	5	1
BambuTx19	BambuGene3	0	0	7	0	2	0
BambuTx20	BambuGene3	0	2.04082	7	0	1.33333	0
BambuTx21	BambuGene3	0	4	9	0	3	0
BambuTx22	BambuGene4	0	0	7	0	0	0
BambuTx23	BambuGene1	0	0	0	3	0	0
BambuTx24	BambuGene3	0	9.18367	7	0	6.66667	0
SIRV101	SIRV1	308937.52596	335197.2272	526048.22344	352130.18678	586251.05916	615027.78731
SIRV102	SIRV1	112313.03983	242402.09284	384232.3994	129492.29459	512834.6463	245330.6388
SIRV105	SIRV1	9513.90298	1374.04506	526.0082	11290.34265	1694.066	25434.3176
SIRV106	SIRV1	162399.87281	161340.81795	182672.5381	186765.7401	417829.98979	392166.02075
SIRV107	SIRV1	3.00001	2.00173	3.00185	1	7.00774	18.00013
SIRV108	SIRV1	0	10.02265	1.00425	0	3.00989	5.80754
SIRV109	SIRV1	90	3543.97589	1663.99397	108	3646.98579	144.19251
SIRV201	SIRV2	20425.72269	19412.41099	30269.25939	22013.06616	30431.34745	34664.42136
SIRV202	SIRV2	318693.87453	5551.90989	5791.60613	320266.61658	6026.70324	504272.11576
SIRV203	SIRV2	7083.39926	18545.36249	11519.08441	8299.31726	35338.8608	18598.44593
SIRV204	SIRV2	1199.70302	1441.19626	782.0491	1328	2135.08802	2312.01695
SIRV205	SIRV2	0	555.12037	0.00021	0	0.00038	0
SIRV206	SIRV2	38.3005	0	0.00076	0	0.00011	0
SIRV301	SIRV3	442731.30238	277823.76825	434335.57921	491906.78168	436160.31269	893110.82236
SIRV302	SIRV3	5798.96568	506923.81384	774401.39581	6545.58909	815279.12976	12497.16089
SIRV304	SIRV3	7033.07416	510903.44395	787112.76876	7958.74053	991132.86589	15509.03312
SIRV305	SIRV3	203.06259	896.00464	406.00346	179.04531	908.00429	529.09857
SIRV306	SIRV3	38067.4778	80702.45889	151076.68089	38368.75531	154805.87255	68186.01599
