TXNAME	GENEID	day5-rep2-sirvs.aligned.sorted	day0-rep1-sirvs.aligned.sorted	day0-rep3-sirvs.aligned.sorted	day5-rep3-sirvs.aligned.sorted	day0-rep2-sirvs.aligned.sorted	day5-rep1-sirvs.aligned.sorted
BambuTx1	BambuGene4	292563	320574	508970	337328	555598	582973
BambuTx2	BambuGene4	162098	160944	182443	186512	417165	391498
BambuTx3	BambuGene4	71432	69091	147812	84346	148868	141980
BambuTx4	BambuGene4	108945	236707	377005	126432	500023	239092
BambuTx5	BambuGene1	44	3527	1644	57	3622	49
BambuTx6	BambuGene9	11356	8426	13201	13742	10013	19604
BambuTx7	BambuGene9	10903.55939	0	0	10322.41449	0	21435.41992
BambuTx8	BambuGene9	30343.76019	0	0	26751.56369	0	40240.67264
BambuTx9	BambuGene9	19817.68413	40.98837	84.97624	17275.05375	154.37158	19936.6317
BambuTx10	BambuGene9	17676.61338	25.06941	113.54082	16196.55339	130.03895	27950.47182
BambuTx11	BambuGene9	168000	2894	2910	187375	2415	268683
BambuTx12	BambuGene9	0	2859.96275	6366.53923	0	7690.78998	0
BambuTx13	BambuGene9	7080	18519	11509	8298	35302	18594
BambuTx14	BambuGene26	4779	667	365	4878	761	13237
BambuTx15	BambuGene20	225403.18477	232956.60757	362494.94487	258306.40163	355037.62659	477600.18948
BambuTx16	BambuGene20	87916	0	0	115353	0	183318
BambuTx17	BambuGene20	5356	459638	702968	6142	732800	11598
BambuTx18	BambuGene20	55909	62111	64982	64714	155394	149962
BambuTx19	BambuGene20	70818.70293	0	0	0	0	125059.02783
BambuTx20	BambuGene29	1	0	3	0	3	0
BambuTx21	BambuGene30	50	8245	4436	62	11785	168
BambuTx22	BambuGene30	11074	26295	23914	13500	62787	28098
BambuTx23	BambuGene33	38647	96549	152712	45002	147042	70190
BambuTx24	BambuGene33	783813	48287	66174	914711	141831	1939715
BambuTx25	BambuGene36	21630	2457	1385	23925	4005	62043
BambuTx26	BambuGene38	2026	70041	44098	2331	133252	6228
BambuTx27	BambuGene38	158	20423	10839	164	30034	441
BambuTx28	BambuGene42	306845	450552	709602	347644	767913	646471
BambuTx29	BambuGene42	935774	77142	120637	1113308	130986	1936015
BambuTx30	BambuGene42	2837	251649	431978	3546	419986	5492
BambuTx31	BambuGene42	1577	189978	201447	1932	213573	3032
BambuTx32	BambuGene42	21836	46370	44108	23510	119135	53534
BambuTx33	BambuGene63	5560	366934	628519	6359	649058	10972
BambuTx34	BambuGene63	285317	74284	142902	346733	135208	573837
BambuTx35	BambuGene63	32149	3594	1995	32896	5417	86540
BambuTx36	BambuGene63	119675	150512	280797	140103	273761	247304
BambuTx37	BambuGene63	40131	79786	81137	44415	210929	102638
BambuTx38	BambuGene79	2041	131712	207734	2303	207951	3767
BambuTx39	BambuGene79	2579	235270	344967	3110	373583	5747
BambuTx40	BambuGene79	105809	177444	303036	125364	316987	232874
BambuTx41	BambuGene76	2	0	0	0	0	0
BambuTx42	BambuGene76	2	1	0	0	3	0
BambuTx43	BambuGene79	315915	303874	439172	355898	809768	776221
BambuTx44	BambuGene79	216619	213925	280839	248321	597899	562822
BambuTx45	BambuGene20	0	491725	768548	0	959006	0
BambuTx46	BambuGene29	0	3	0	0	0	0
BambuTx47	BambuGene29	0	2	1	0	0	1
BambuTx48	BambuGene62	0	17	6	0	14	0
BambuTx49	BambuGene62	0	2	0	0	0	0
BambuTx50	BambuGene75	0	7	0	0	0	0
BambuTx51	BambuGene75	0	24	1	0	15	0
BambuTx52	BambuGene75	0	6	1	0	1	0
BambuTx53	BambuGene76	0	3	5	0	4	0
BambuTx54	BambuGene76	0	9	14	0	16	0
BambuTx55	BambuGene76	0	2	8	1	4	3
BambuTx56	BambuGene29	1	0	3	0	7	1
BambuTx57	BambuGene62	1	0	2	2	1	0
BambuTx58	BambuGene62	0	1	2	2	4	0
BambuTx59	BambuGene62	0	0	2	0	0	0
BambuTx60	BambuGene75	0	0	7	0	1	0
BambuTx61	BambuGene75	0	1	3	0	1	0
BambuTx62	BambuGene75	0	1	6	0	2	0
BambuTx63	BambuGene76	0	0	7	0	0	0
BambuTx64	BambuGene29	0	0	0	3	0	0
BambuTx65	BambuGene29	0	0	0	0	3	0
BambuTx66	BambuGene29	0	0	0	0	3	0
BambuTx67	BambuGene62	0	0	0	0	3	0
BambuTx68	BambuGene62	0	0	0	0	3	0
BambuTx69	BambuGene75	0	1	1	0	5	0
BambuTx70	BambuGene60	0	1	0	0	0	2
