TXNAME	GENEID	day5-rep2-sirvs.aligned.sorted	day0-rep1-sirvs.aligned.sorted	day0-rep3-sirvs.aligned.sorted	day5-rep3-sirvs.aligned.sorted	day0-rep2-sirvs.aligned.sorted	day5-rep1-sirvs.aligned.sorted
BambuTx1	BambuGene4	308940.68868	335204.38897	526048.03298	352133.49227	586251.80081	615043.2596
BambuTx2	BambuGene4	162399.84663	161340.63458	182672.52116	186765.71871	417829.86921	392165.93993
BambuTx3	BambuGene4	75429.4306	72275.01776	152825.08924	88058.48456	157147.75364	149822.16646
BambuTx4	BambuGene4	112313.03409	242401.95869	384232.35663	129492.30446	512834.57633	245330.63401
BambuTx5	BambuGene1	90	3544	1664	108	3648	148
BambuTx6	BambuGene9	17437.10539	16849.74701	23569.36227	19243.53325	21921.33548	30088.11558
BambuTx7	BambuGene9	11683.59818	0	0	10971.71411	0	23533.35021
BambuTx8	BambuGene9	34086.576	0	0	29525.14788	0	42899.67553
BambuTx9	BambuGene9	23613.33313	57.69256	95.72185	19972.3995	204.78945	22298.27653
BambuTx10	BambuGene9	27724.53241	54.76165	211.63027	23323.08948	311.63477	49815.19711
BambuTx11	BambuGene9	224932.8499	5656.74342	5546.85464	239558.34415	5734.21862	370877.26118
BambuTx12	BambuGene9	0	3077.04588	6789.40667	0	8551.69308	0
BambuTx13	BambuGene9	7093.00499	18668.00948	11562.02429	8308.77163	35552.32861	18622.12386
BambuTx14	BambuGene26	4809	671	368	4908	766	13302
BambuTx15	BambuGene20	261337.68101	282568.88003	441112.85355	289298.19954	439874.33788	543888.30436
BambuTx16	BambuGene20	109137.65283	17954.52796	28420.13317	205224.26053	37193.39968	221512.70347
BambuTx17	BambuGene20	5629.02934	492314.93699	752860.03699	6391.14606	792037.0684	12144.28889
BambuTx18	BambuGene20	56640.80491	62916.31357	65587.99094	65429.59488	156936.08822	151604.33023
BambuTx19	BambuGene20	75451.12679	0	0	0	2.44972	133291.6578
BambuTx20	BambuGene29	15827.99973	30145	43667.93061	11961.51487	51527.82255	23278.99963
BambuTx21	BambuGene30	52	8252.23884	4443	62	11802	169.01196
BambuTx22	BambuGene30	11077	26299.76116	23915	13503	62790	28101.98804
BambuTx23	BambuGene33	41603.8142	101198	159039	47557.24709	156470.02821	74963.82745
BambuTx24	BambuGene33	783958.1858	48296	66176	914784.75291	141862.97179	1940018.17255
BambuTx25	BambuGene36	21659	2568	1477	23950	4005	62647
BambuTx26	BambuGene38	5757.84338	81151.45438	50192.14061	6537.91635	148967.75171	17002.75205
BambuTx27	BambuGene38	159.15662	21382.54562	11325.85939	165.08365	31142.24829	446.24795
BambuTx28	BambuGene42	341135.17695	491236.69196	762007.14165	378985.15548	840710.06448	709580.37509
BambuTx29	BambuGene42	1072040.40664	86101.52698	133044.48561	1231971.82833	146842.60219	2172526.12077
BambuTx30	BambuGene42	9725.24297	315106.8459	524976.10917	9422.30135	535835.614	18153.24053
BambuTx31	BambuGene42	3137.59838	286282.4491	341184.36509	3386.78664	381340.90963	5785.50355
BambuTx32	BambuGene42	22015.57507	46826.48605	44407.89847	23639.92821	119980.80969	53890.76006
BambuTx33	BambuGene63	6846.84963	427049.46087	699333.79614	7559.29049	757823.98541	13419.50053
BambuTx34	BambuGene63	438657.94968	158516.02284	263521.80151	494013.87965	313336.16865	869587.26569
BambuTx35	BambuGene63	33650.56055	3820.28242	2154.92982	34036.27442	5779.36092	89069.54739
BambuTx36	BambuGene63	134190.35718	164010.08072	299234.78518	153030.26958	298718.37469	272896.61958
BambuTx37	BambuGene63	40662.28295	80086.15315	81354.68736	44920.28586	211838.11033	103778.06681
BambuTx38	BambuGene79	3038.17624	177767.79514	282490.8891	3210.67534	290152.33163	5306.46226
BambuTx39	BambuGene79	3914.6812	321249.52804	470661.13295	4354.36305	518994.21131	8196.57955
BambuTx40	BambuGene79	159746.60715	242280.80079	409809.23557	177201.73546	437917.3895	334663.75671
BambuTx41	BambuGene76	4	7	7	1	4	7
BambuTx42	BambuGene76	2	1	0	0	3	0
BambuTx43	BambuGene79	316525.72539	304617.64145	439845.15784	356483.28084	811434.59219	777769.10686
BambuTx44	BambuGene79	217682.81003	215471.23458	281889.58454	249327.94531	600721.47536	565093.09463
BambuTx45	BambuGene20	7034.70511	511065.34145	787223.98536	7960.79899	991271.6561	15510.71525
BambuTx46	BambuGene29	0	4.5	0	0.5	0	0
BambuTx47	BambuGene29	0	2	3	0	1	2
BambuTx48	BambuGene62	2702.48204	757.19988	13.90334	2.15341	169.12104	11.86074
BambuTx49	BambuGene62	2702.48204	42.05698	0	0	14.52307	0
BambuTx50	BambuGene75	619	260243.76247	1.28917	677.37202	2847.84091	0.00011
BambuTx51	BambuGene75	619	714.52884	208.79307	753.76786	942.95895	0.00011
BambuTx52	BambuGene75	619	51364.56269	501085.26138	677.37202	131378.97404	0.00011
BambuTx53	BambuGene76	0	6	7	0	4	0
BambuTx54	BambuGene76	7	93	213	9	309	10
BambuTx55	BambuGene76	102	205	510	144	581	291
BambuTx56	BambuGene29	1.25	4.5	3	0.5	10.17235	2
BambuTx57	BambuGene62	2822.10776	11195.06665	45850.35991	3.65556	24791.70661	14228.46213
BambuTx58	BambuGene62	2702.48204	13450.03902	953.74354	21598.88419	1459.31192	14228.46213
BambuTx59	BambuGene62	2702.48204	17366.63656	10968.52762	2.15341	32521.87301	1642.10749
BambuTx60	BambuGene75	619	13575.93421	119.09581	677.37202	41.87802	0.00011
BambuTx61	BambuGene75	619	10.66763	14880.32115	677.37202	23029.14755	0.00011
BambuTx62	BambuGene75	619	6.83188	17.67044	677.37202	112068.14124	0.00011
BambuTx63	BambuGene76	0	0	7	0	0	0
BambuTx64	BambuGene29	0	0	0	3	0	0
BambuTx65	BambuGene29	3.75	13	30	4	48.82765	6
BambuTx66	BambuGene29	0.00027	0	10.06939	9.48513	46.17745	0.00037
BambuTx67	BambuGene62	2702.48204	0.00091	0	0	58.36441	0
BambuTx68	BambuGene62	2702.48204	0	1.4656	2.15341	52.09994	1642.10749
BambuTx69	BambuGene75	619	51062.71228	56411.56898	677.37202	307599.05928	9137.99936
BambuTx70	BambuGene60	0	31	10	9	26	46
