TXNAME	GENEID	day5-rep2-sirvs.aligned.sorted	day0-rep1-sirvs.aligned.sorted	day0-rep3-sirvs.aligned.sorted	day5-rep3-sirvs.aligned.sorted	day0-rep2-sirvs.aligned.sorted	day5-rep1-sirvs.aligned.sorted
BambuTx1	BambuGene4	57645.71555	51480.70295	53986.6244	58193.335	48616.0011	53494.50131
BambuTx2	BambuGene4	30302.43706	24778.68492	18747.09527	30864.92926	34649.26739	34109.63056
BambuTx3	BambuGene4	14074.49281	11099.96061	15683.94793	14552.85014	13031.69824	13031.60929
BambuTx4	BambuGene4	20956.66158	37228.0782	39432.53505	21399.91671	42527.6977	21338.25586
BambuTx5	BambuGene1	16.79324	544.28731	170.77099	17.84809	302.51674	12.87268
BambuTx6	BambuGene9	3280.94873	2583.5341	2417.76579	3197.3875	1815.78626	2654.68193
BambuTx7	BambuGene9	1883.59245	0	0	1652.90417	0	1845.27667
BambuTx8	BambuGene9	6117.27447	0	0	4741.4931	0	3239.4349
BambuTx9	BambuGene9	4178.6807	9.40134	9.81331	3165.53026	17.34124	1351.72995
BambuTx10	BambuGene9	5109.80264	8.82492	20.67387	3775.74507	26.00216	4615.82617
BambuTx11	BambuGene9	42759.77551	867.15499	569.94888	40078.8044	474.86004	33213.31438
BambuTx12	BambuGene9	0	472.53971	695.83201	0	709.34499	0
BambuTx13	BambuGene9	1323.14513	2863.51854	1185.88244	1372.95999	2946.54643	1619.46574
BambuTx14	BambuGene20	897.31868	103.05214	37.76666	811.09676	63.52188	1156.97524
BambuTx15	SIRV3	1084.63496	78402.82615	80042.52964	1083.7215	68161.6403	1088.8846
BambuTx16	BambuGene24	9.70276	1267.37835	455.97085	10.24613	978.70135	14.70024
BambuTx17	BambuGene24	2066.87441	4039.11576	2454.31979	2231.50764	5206.96979	2444.24179
BambuTx18	BambuGene27	7762.91945	15541.98284	16321.66275	7859.3172	12975.54882	6520.1693
BambuTx19	BambuGene27	146279.95929	7417.29682	6791.43074	151177.45417	11764.2333	168738.0083
BambuTx20	BambuGene30	1074.36482	12463.23555	5151.05849	1080.45696	12353.40951	1478.85755
BambuTx21	BambuGene30	29.69728	3283.93009	1162.33664	27.28175	2582.52502	38.81355
BambuTx22	SIRV5	63653.56404	75443.76909	78201.62761	62631.43259	69717.92402	61718.34239
BambuTx23	SIRV5	200033.0196	13223.41782	13653.80544	203595.53602	12177.28798	188960.16654
