TXNAME	GENEID	day5-rep2-sirvs.aligned.sorted	day0-rep1-sirvs.aligned.sorted	day0-rep3-sirvs.aligned.sorted	day5-rep3-sirvs.aligned.sorted	day0-rep2-sirvs.aligned.sorted	day5-rep1-sirvs.aligned.sorted
BambuTx1	BambuGene4	292563	320574	508970	337328	555598	582973
BambuTx2	BambuGene4	162098	160944	182443	186512	417165	391498
BambuTx3	BambuGene4	71432	69091	147812	84346	148868	141980
BambuTx4	BambuGene4	108945	236707	377005	126432	500023	239092
BambuTx5	BambuGene1	44	3527	1644	57	3622	49
BambuTx6	BambuGene9	11356	8426	13201	13742	10013	19604
BambuTx7	BambuGene9	9402.38603	0	0	9398.53839	0	19288.57826
BambuTx8	BambuGene9	28832.55628	0	0	25804.79235	0	34741.64594
BambuTx9	BambuGene9	18316.34449	43.49959	84.91294	16314.40704	157.68126	13634.26867
BambuTx10	BambuGene9	16505.65085	26.53681	108.73244	15365.88034	131.8293	26655.93161
BambuTx11	BambuGene9	168000	2894	2910	187375	2415	268683
BambuTx12	BambuGene9	0	2867.50094	6365.8328	0	7703.13155	0
BambuTx13	BambuGene9	7080	18519	11509	8298	35302	18594
BambuTx14	BambuGene20	4779	667	365	4878	761	13237
BambuTx15	SIRV3	5356	459638	702968	6142	732800	11598
BambuTx16	BambuGene24	50	8245	4436	62	11785	168
BambuTx17	BambuGene24	11074	26295	23914	13500	62787	28098
BambuTx18	BambuGene27	38647	96549	152712	45002	147042	70190
BambuTx19	BambuGene27	783813	48287	66174	914711	141831	1939715
BambuTx20	BambuGene30	2026	70041	44098	2331	133252	6228
BambuTx21	BambuGene30	158	20423	10839	164	30034	441
BambuTx22	SIRV5	306845	450552	709602	347644	767913	646471
BambuTx23	SIRV5	935774	77142	120637	1113308	130986	1936015
BambuTx24	SIRV5	2837	251649	431978	3546	419986	5492
BambuTx25	SIRV5	21836	46370	44108	23510	119135	53534
BambuTx26	SIRV6	5560	366934	628519	6359	649058	10972
BambuTx27	SIRV6	32149	3594	1995	32896	5417	86540
BambuTx28	SIRV6	119675	150512	280797	140103	273761	247304
BambuTx29	SIRV7	2579	235270	344967	3110	373583	5747
BambuTx30	BambuGene38	2	0	0	0	0	0
BambuTx31	BambuGene38	2	1	0	0	3	0
BambuTx32	SIRV3	0	491486	768215	0	958611	0
BambuTx33	BambuGene23	0	3	0	0	0	0
BambuTx34	BambuGene23	0	2	1	0	0	1
BambuTx35	BambuGene36	0	17	6	0	14	0
BambuTx36	BambuGene37	0	7	0	0	0	0
BambuTx37	BambuGene37	0	24	1	0	15	0
BambuTx38	BambuGene37	0	6	1	0	1	0
BambuTx39	BambuGene38	0	3	5	0	4	0
BambuTx40	BambuGene38	0	9	14	0	16	0
BambuTx41	BambuGene38	0	2	8	1	4	3
BambuTx42	BambuGene36	1	0	2	2	1	0
BambuTx43	BambuGene36	0	1	2	2	4	0
BambuTx44	BambuGene36	0	0	2	0	0	0
BambuTx45	BambuGene37	0	0	7	0	1	0
BambuTx46	BambuGene37	0	1	3	0	1	0
BambuTx47	BambuGene37	0	1	6	0	2	0
BambuTx48	BambuGene38	0	0	7	0	0	0
BambuTx49	BambuGene23	0	0	0	3	0	0
BambuTx50	BambuGene37	0	1	1	0	5	0
BambuTx51	BambuGene34	0	1	0	0	0	2
SIRV205	SIRV2	0	0	0	0	0	0
SIRV206	SIRV2	75	55	30	33	45	62
SIRV301	SIRV3	87908	4988	13188	115338	11402	183300
SIRV305	SIRV3	202	893	405	179	903	529
SIRV307	SIRV3	55908	62105	64965	64713	155358	149950
SIRV406	SIRV4	21630	2457	1385	23925	4005	62043
SIRV507	SIRV5	86	6485	2964	82	7230	210
SIRV510	SIRV5	1577	189978	201447	1932	213573	3032
SIRV605	SIRV6	27209	50408	73091	31516	111393	58513
SIRV609	SIRV6	1242	3337	1574	1257	3735	3406
SIRV612	SIRV6	285317	74284	142902	346733	135208	573837
SIRV702	SIRV7	2041	131712	207734	2303	207951	3767
SIRV705	SIRV7	105809	177444	303036	125364	316987	232874
SIRV706	SIRV7	315915	303874	439172	355898	809768	776221
