TXNAME	GENEID	day5-rep2-sirvs.aligned.sorted	day0-rep1-sirvs.aligned.sorted	day0-rep3-sirvs.aligned.sorted	day5-rep3-sirvs.aligned.sorted	day0-rep2-sirvs.aligned.sorted	day5-rep1-sirvs.aligned.sorted
BambuTx1	BambuGene4	57656.19428	51496.47125	53994.68774	58199.74584	48626.78653	53499.21273
BambuTx2	BambuGene4	30307.95929	24786.3948	18749.90083	30870.5279	34657.10242	34115.33589
BambuTx3	BambuGene4	14077.05124	11103.65772	15686.31086	14559.58414	13034.85085	13037.96712
BambuTx4	BambuGene4	20960.47949	37239.66159	39438.43629	21403.79931	42537.31419	21341.82211
BambuTx5	BambuGene1	16.79629	544.45664	170.79654	17.85133	302.58514	12.87482
BambuTx6	SIRV2	3269.79313	0.85691	9.42285	2171.91748	13.73663	0.22354
BambuTx7	SIRV2	6406.82927	0.00006	19.14363	3611.98647	17.93707	6782.83905
BambuTx8	SIRV2	49916.82704	828.68915	566.26473	47209.23601	469.57142	37183.59724
BambuTx9	SIRV2	1323.24545	2866.16308	1186.71359	1373.1468	2949.65303	1619.54447
BambuTx10	BambuGene9	897.48196	103.0842	37.77231	811.24356	63.53624	1157.16818
BambuTx11	SIRV3	1089.8721	77784.8621	79467.21053	1087.07864	67611.15181	1093.99767
BambuTx12	BambuGene13	7764.33199	15546.81789	16324.10532	7860.73968	12978.48271	6521.25663
BambuTx13	BambuGene13	146306.57636	7419.60431	6792.4471	151204.81617	11766.8933	168766.14769
BambuTx14	BambuGene16	1074.56031	12467.11282	5151.82936	1080.65251	12356.20273	1479.10417
BambuTx15	BambuGene16	29.70268	3284.95171	1162.51059	27.28668	2583.10896	38.82002
BambuTx16	SIRV5	63671.69153	75467.05337	78213.32326	62646.92729	69733.59694	61736.08202
BambuTx17	SIRV5	1815.51607	48409.95659	53885.24386	1557.72328	44443.25848	1579.85133
BambuTx18	SIRV5	4108.70197	7193.94266	4558.17412	3907.45547	9951.89647	4688.10907
BambuTx19	SIRV6	1295.47546	65981.94873	72074.80954	1263.00806	63383.28186	1183.93175
BambuTx20	SIRV6	6295.89912	588.43599	221.59912	5628.78597	481.44344	7753.43491
BambuTx21	SIRV6	25070.34688	25213.73663	30723.50412	25309.59233	24796.26357	23760.57167
BambuTx22	SIRV7	713.02794	49125.37778	48355.86705	708.14292	43086.67844	695.72692
BambuTx23	BambuGene24	0.7465	1.07539	0.7185	0.16529	0.33178	0.60894
BambuTx24	BambuGene24	0.37325	0.15363	0	0	0.24884	0
BambuTx25	SIRV3	1312.66653	78488.87543	80791.04161	1315.58065	82210.23045	1349.23439
BambuTx26	BambuGene12	0.93313	3.07255	2.6687	0.82645	3.89844	0.60894
BambuTx27	BambuGene12	0	0.30726	0.30793	0	0.08295	0.17398
BambuTx28	BambuGene22	887.591	110.17931	1.42478	0.54906	9.62888	1.07077
BambuTx29	BambuGene23	115.52117	40440.26027	0.13233	113.36603	351.78891	0.00002
BambuTx30	BambuGene23	115.52117	98.86882	21.50239	116.1713	72.2633	0.00002
BambuTx31	BambuGene23	115.52117	7614.24661	51432.57202	113.36603	10755.74087	0.00002
BambuTx32	BambuGene24	0	0.92177	0.7185	0	0.33178	0
BambuTx33	BambuGene24	1.30638	14.28738	21.86278	1.48761	25.63016	0.86992
BambuTx34	BambuGene24	19.0358	31.49368	52.3475	23.80177	48.19133	25.31469
BambuTx35	BambuGene22	890.01636	1544.03518	4693.77261	0.60578	1844.11811	1230.4898
BambuTx36	BambuGene22	887.591	1645.3141	97.03941	3570.04875	205.40772	1230.4898
BambuTx37	BambuGene22	887.591	3277.12043	1139.14529	0.54906	2839.43987	300.12103
BambuTx38	BambuGene23	115.52117	1924.14321	12.23497	113.36603	3.45204	0.00002
BambuTx39	BambuGene23	115.52117	1.65331	1538.08996	113.36603	1886.2555	0.00002
BambuTx40	BambuGene23	115.52117	1.05305	1.81419	113.36603	9955.18042	0.00002
BambuTx41	BambuGene24	0	0	0.7185	0	0	0
BambuTx42	BambuGene12	0	0	0	0.49587	0	0
BambuTx43	BambuGene23	115.52117	7834.19857	5779.2784	113.36603	24910.17955	794.93321
BambuTx44	BambuGene20	0	4.76246	1.02642	1.48761	2.15658	4.00163
SIRV201	SIRV2	3748.28869	2930.51239	3119.10478	3629.03187	2540.33723	2961.53274
SIRV205	SIRV2	0	180.8688	0	0	0	0
SIRV206	SIRV2	13.99725	8.44974	3.07926	5.45526	3.73266	5.39388
SIRV301	SIRV3	82609.23047	42767.32982	44603.1199	81296.47995	36194.351	77680.00109
SIRV305	SIRV3	37.89849	137.65113	41.67307	29.59536	75.31486	46.02855
SIRV306	SIRV3	7111.25928	12405.43974	15503.91702	6346.79919	12836.27521	5937.45513
SIRV307	SIRV3	10570.43231	9678.91474	6732.29036	10812.9315	13017.13436	13187.33021
SIRV309	SIRV3	2068.18173	4042.88432	2456.05209	2232.69018	5211.30671	2445.49809
SIRV406	SIRV4	4042.12137	394.51598	151.60246	3958.69666	332.19668	5449.79063
SIRV507	SIRV5	16.0498	997.19841	305.36156	13.55378	600.9415	18.35533
SIRV508	SIRV5	200062.74654	13227.45392	13655.84633	203628.16514	12179.996	188984.05141
SIRV510	SIRV5	585.12341	43980.04342	35019.41655	559.54646	31630.97849	502.79114
SIRV605	SIRV6	5508.53125	8594.08574	8310.37748	5601.34945	10463.42314	5536.89083
SIRV608	SIRV6	0.42905	1.339	1.29156	0.83096	0.74007	0
SIRV609	SIRV6	232.73471	517.88755	163.10846	209.10704	313.19093	298.12418
SIRV612	SIRV6	76056.53589	14840.89234	18268.59221	75809.27027	14657.79389	69764.48825
SIRV615	SIRV6	7594.60759	12307.91966	8352.40876	7428.22391	17580.32161	9033.33974
SIRV702	SIRV7	554.24755	27183.8257	28914.32661	525.17439	24006.57771	453.24591
SIRV704	SIRV7	2.79938	226.1409	84.06404	1.6529	160.99778	3.39269
SIRV705	SIRV7	29843.05798	37574.71906	42098.63583	29306.76759	36345.04314	29138.74754
SIRV706	SIRV7	99693.60246	79897.4723	74076.62727	100132.77287	117129.09536	116816.69722
