TXNAME	GENEID	day5-rep2-sirvs.aligned.sorted	day0-rep1-sirvs.aligned.sorted	day0-rep3-sirvs.aligned.sorted	day5-rep3-sirvs.aligned.sorted	day0-rep2-sirvs.aligned.sorted	day5-rep1-sirvs.aligned.sorted
BambuTx1	BambuGene4	308940.62722	335202.99349	526047.88884	352106.77454	586249.936	614989.71414
BambuTx2	BambuGene4	162399.89594	161340.64204	182672.52134	186765.79852	417829.87374	392166.15713
BambuTx3	BambuGene4	75429.41559	72276.39516	152825.23259	88085.06185	157149.60877	149875.39563
BambuTx4	BambuGene4	112313.06125	242401.96931	384232.35722	129492.3651	512834.58149	245330.7331
BambuTx5	BambuGene1	90	3544	1664	108	3648	148
BambuTx6	SIRV2	17520.61428	5.57783	91.80297	13140.03776	165.61037	2.56966
BambuTx7	SIRV2	34329.87345	0.0004	186.50842	21852.41343	216.25125	77970.79688
BambuTx8	SIRV2	267470.58227	5394.1382	5516.88281	285614.50877	5661.20517	427436.75405
BambuTx9	SIRV2	7090.3792	18656.54907	11561.6592	8307.49832	35561.34431	18617.156
BambuTx10	BambuGene9	4809	671	368	4908	766	13302
BambuTx11	SIRV3	5839.8889	506320.49136	774216.13273	6576.79426	815127.55103	12575.83575
BambuTx12	BambuGene13	41603.8142	101198	159039	47557.24709	156470.02821	74963.82745
BambuTx13	BambuGene13	783958.1858	48296	66176	914784.75291	141862.97179	1940018.17255
BambuTx14	BambuGene16	5757.84338	81151.45438	50192.14061	6537.91635	148967.75171	17002.75205
BambuTx15	BambuGene16	159.15662	21382.54562	11325.85939	165.08365	31142.24829	446.24795
BambuTx16	SIRV5	341173.61654	491233.31341	762000.0282	379012.09333	840715.9851	709675.03053
BambuTx17	SIRV5	9728.12516	315112.12266	524981.62245	9424.18068	535812.85743	18160.87127
BambuTx18	SIRV5	22015.76049	46827.11372	44408.40338	23639.99228	119981.16845	53891.23897
BambuTx19	SIRV6	6941.57854	429492.47194	702195.03041	7641.16211	764155.88169	13609.65535
BambuTx20	SIRV6	33735.47366	3830.27224	2158.94853	34053.99187	5804.33558	89128.09139
BambuTx21	SIRV6	134335.06646	164122.31345	299326.38111	153122.29959	298946.50602	273134.99454
BambuTx22	SIRV7	3820.63543	319768.97229	471111.19335	4284.24414	519457.77786	7997.59247
BambuTx23	BambuGene24	4	7	7	1	4	7
BambuTx24	BambuGene24	2	1	0	0	3	0
BambuTx25	SIRV3	7033.69388	510903.0845	787113.67089	7959.22476	991135.66369	15509.85944
BambuTx26	BambuGene12	5	20	26	5	47	7
BambuTx27	BambuGene12	0	2	3	0	1	2
BambuTx28	BambuGene22	4756.00102	717.18378	13.881	3.32181	116.08688	12.30881
BambuTx29	BambuGene23	619	263235.44065	1.28925	685.86117	4241.20617	0.00017
BambuTx30	BambuGene23	619	643.56106	209.48892	702.83297	871.21437	0.00017
BambuTx31	BambuGene23	619	49562.97382	501086.25612	685.86117	129672.40577	0.00017
BambuTx32	BambuGene24	0	6	7	0	4	0
BambuTx33	BambuGene24	7	93	213	9	309	10
BambuTx34	BambuGene24	102	205	510	144	581	291
BambuTx35	BambuGene22	4768.99693	10050.49862	45729.48328	3.66497	22232.89261	14144.85434
BambuTx36	BambuGene22	4756.00102	10709.74765	945.41479	21598.69141	2476.4183	14144.85434
BambuTx37	BambuGene22	4756.00102	21331.56995	11098.22093	3.32181	34232.60222	3449.98252
BambuTx38	BambuGene23	619	12524.71378	119.20026	685.86117	41.61819	0.00017
BambuTx39	BambuGene23	619	10.76178	14984.97375	685.86117	22740.90569	0.00017
BambuTx40	BambuGene23	619	6.85453	17.67487	685.86117	120020.76018	0.00017
BambuTx41	BambuGene24	0	0	7	0	0	0
BambuTx42	BambuGene12	0	0	0	3	0	0
BambuTx43	BambuGene23	619	50994.69437	56305.11682	685.86117	300319.88963	9137.99896
BambuTx44	BambuGene20	0	31	10	9	26	46
SIRV201	SIRV2	20084.54897	19075.4143	30388.14661	21955.53758	30626.58757	34043.71911
SIRV205	SIRV2	0	1177.3188	0	0	0	0
SIRV206	SIRV2	75.00182	55.00138	30	33.00415	45.00134	62.00429
SIRV301	SIRV3	442647.10486	278382.89948	434549.73149	491841.34609	436363.11323	892955.22726
SIRV305	SIRV3	203.07244	896.00455	406.00346	179.05106	908.00429	529.11213
SIRV306	SIRV3	38104.43836	80750.00941	151048.2449	38397.95104	154755.55878	68252.8517
SIRV307	SIRV3	56639.81168	63002.39831	65589.9178	65417.92198	156936.0168	151592.36975
SIRV309	SIRV3	11081.98987	26316.11239	23928.29874	13507.71081	62828.09219	28111.74397
SIRV406	SIRV4	21659	2568	1477	23950	4005	62647
SIRV507	SIRV5	86.00007	6491.00578	2975.01128	82	7245.01746	211.00008
SIRV508	SIRV5	1072001.21635	86100.69864	133043.25727	1231944.49386	146843.38381	2172429.12217
SIRV510	SIRV5	3135.2814	286276.74579	341179.67743	3385.23985	381346.58775	5779.73697
SIRV605	SIRV6	29516.50071	55940.98385	80964.56729	33888.00171	126148.19085	63648.24333
SIRV608	SIRV6	2.29901	8.71588	12.58318	5.02727	8.92231	0
SIRV609	SIRV6	1247.06824	3371.05537	1589.09815	1265.09151	3775.8646	3427.02809
SIRV612	SIRV6	407535.63769	96602.95972	177983.33069	458643.88667	176715.9902	801964.00083
SIRV615	SIRV6	40694.37569	80115.22755	81374.06062	44940.53925	211950.30874	103840.98645
SIRV702	SIRV7	2969.83849	176946.09999	281700.3136	3177.28981	289425.96565	5210.19952
SIRV704	SIRV7	15	1472.00587	819.00118	10	1941.00712	39
SIRV705	SIRV7	159908.80367	244582.93944	410149.58008	177305.09402	438179.87441	334958.76114
SIRV706	SIRV7	534190.72241	520071.98241	721697.91179	605800.37203	1412121.37496	1342843.44687
