TXNAME	GENEID	day5-rep2-sirvs.aligned.sorted	day0-rep1-sirvs.aligned.sorted	day0-rep3-sirvs.aligned.sorted	day5-rep3-sirvs.aligned.sorted	day0-rep2-sirvs.aligned.sorted	day5-rep1-sirvs.aligned.sorted
BambuTx1	BambuGene4	4	7	7	1	4	7
BambuTx2	BambuGene4	2	1	0	0	3	0
BambuTx3	BambuGene1	5	20	26	5	47	7
BambuTx4	BambuGene1	0	2	3	0	1	2
BambuTx5	BambuGene2	0	37	10	0	22	7
BambuTx6	BambuGene3	0	7.14286	1	0	0	0
BambuTx7	BambuGene3	0	24.4898	10	1	15	0
BambuTx8	BambuGene3	0	7.14286	1	0	2	0
BambuTx9	BambuGene4	0	6	7	0	4	0
BambuTx10	BambuGene4	7	93	213	9	309	10
BambuTx11	BambuGene4	102	205	510	144	581	291
BambuTx12	BambuGene2	1	0	2	2	1	1
BambuTx13	BambuGene2	0	5	7	3	11	1
BambuTx14	BambuGene2	0	6	2	0	5	1
BambuTx15	BambuGene3	0	0	7	0	2	0
BambuTx16	BambuGene3	0	2.04082	7	0	1.33333	0
BambuTx17	BambuGene3	0	4	9	0	3	0
BambuTx18	BambuGene4	0	0	7	0	0	0
BambuTx19	BambuGene1	0	0	0	3	0	0
BambuTx20	BambuGene3	0	9.18367	7	0	6.66667	0
SIRV101	SIRV1	308937.52596	335197.2272	526048.22344	352130.18678	586251.05916	615027.78731
SIRV102	SIRV1	112313.03983	242402.09284	384232.3994	129492.29459	512834.6463	245330.6388
SIRV103	SIRV1	75428.65841	72281.81668	152824.8308	88058.43589	157148.23533	149825.23535
SIRV105	SIRV1	9513.90298	1374.04506	526.0082	11290.34265	1694.066	25434.3176
SIRV106	SIRV1	162399.87281	161340.81795	182672.5381	186765.7401	417829.98979	392166.02075
SIRV107	SIRV1	3.00001	2.00173	3.00185	1	7.00774	18.00013
SIRV108	SIRV1	0	10.02265	1.00425	0	3.00989	5.80754
SIRV109	SIRV1	90	3543.97589	1663.99397	108	3646.98579	144.19251
SIRV201	SIRV2	20425.72269	19412.41099	30269.25939	22013.06616	30431.34745	34664.42136
SIRV202	SIRV2	318693.87453	5551.90989	5791.60613	320266.61658	6026.70324	504272.11576
SIRV203	SIRV2	7083.39926	18545.36249	11519.08441	8299.31726	35338.8608	18598.44593
SIRV204	SIRV2	1199.70302	1441.19626	782.0491	1328	2135.08802	2312.01695
SIRV205	SIRV2	0	555.12037	0.00021	0	0.00038	0
SIRV206	SIRV2	38.3005	0	0.00076	0	0.00011	0
SIRV301	SIRV3	442716.27345	12220.64403	23991.91054	491896.01392	24256.36108	893085.30923
SIRV302	SIRV3	5800.84841	490981.4065	751231.00579	6547.07207	789642.48046	12500.82203
SIRV303	SIRV3	0	279691.78763	435043.07513	0	433877.48826	0
SIRV304	SIRV3	7033.09277	510963.56323	787204.02546	7958.75576	991232.92022	15509.05977
SIRV305	SIRV3	203.06282	896.00317	406.00236	179.04546	908.00316	529.09891
SIRV306	SIRV3	38080.43964	82484.64615	149445.58593	38377.8865	158346.34651	68207.55677
SIRV307	SIRV3	56634.90989	63009.60547	65597.23612	65413.99177	156950.58962	151584.46166
SIRV308	SIRV3	4809	671	368	4908	766	13302
SIRV309	SIRV3	11081.35257	26315.19318	23928.21153	13507.21489	62819.41817	28110.639
SIRV310	SIRV3	52.02046	8253.15065	4441.94713	62.01964	11806.39252	169.05261
SIRV311	SIRV3	0	0	0	0	0	0
SIRV403	SIRV4	2055.11873	70516.54152	44539.76336	2356.23241	134040.49991	6293.71313
SIRV404	SIRV4	3674.73738	7380.08199	3865.12501	4148.6365	10214.42791	10604.89182
SIRV405	SIRV4	29	4114.55318	2195.40444	34	5701.47657	107.01241
SIRV406	SIRV4	21659	2568	1477	23950	4005	62647
SIRV408	SIRV4	158.14389	20524.82332	10921.70719	164.13108	30154.59562	443.38264
SIRV409	SIRV4	41603.8142	101198	159039	47557.24709	156470.02821	74963.82745
SIRV410	SIRV4	783958.1858	48296	66176	914784.75291	141862.97179	1940018.17255
SIRV501	SIRV5	20884.20538	50018.89172	66261.98327	21619.33309	65193.01712	35819.47153
SIRV502	SIRV5	4258.92947	304831.64053	514989.91908	4850.38415	518601.38554	8286.65423
SIRV503	SIRV5	379	1548.00932	797.00285	355.00087	1990.00513	968.00067
SIRV504	SIRV5	19065.32708	42911.65389	57924.21029	21637.91309	59186.10448	31829.44504
SIRV505	SIRV5	340175.73894	484372.60217	757912.2873	378079.77015	827965.5394	707086.82117
SIRV506	SIRV5	3543.78115	5199.44263	3091.41973	3434.10727	9404.0107	9079.72053
SIRV507	SIRV5	86.00006	6491.00574	2975.0109	82	7245.01719	211.00007
SIRV508	SIRV5	1069019.91109	84899.39536	132330.41697	1229023.93211	144612.70579	2164823.20775
SIRV509	SIRV5	22006.03534	46762.74208	44383.00794	23634.03719	119854.92109	53869.57107
SIRV510	SIRV5	3047.27562	282045.62849	339144.33731	3291.40782	375277.01787	5568.19407
SIRV511	SIRV5	102.2215	9849.76953	5639.69891	100.17618	17717.02501	272.60887
SIRV512	SIRV5	8.57438	8.21854	12.70545	3.93808	13.25069	206.30501
SIRV601	SIRV6	6924.46601	421285.14003	692071.69606	7636.37599	748033.52561	13560.14842
SIRV602	SIRV6	33270.09916	3744.23235	2118.8435	34068.5955	5629.81312	89171.4929
SIRV603	SIRV6	4369.03069	376642.55038	571060.33404	4851.23205	576152.5366	9196.31504
SIRV604	SIRV6	127806.41723	102792.66163	186643.67151	130258.13994	191651.77473	241073.02453
SIRV605	SIRV6	29365.99938	55630.46805	80557.61307	33756.70052	125335.08389	63245.11192
SIRV606	SIRV6	314.04841	845.9446	377.00769	294.70143	914.60815	766.36864
SIRV607	SIRV6	981.94942	1540.46514	844.75074	1114.96876	2034.16036	1844.19607
SIRV608	SIRV6	2.01394	8.04124	12.03728	5.02876	8.04961	0
SIRV609	SIRV6	1247.02752	3366.04201	1585.00138	1265.01885	3768.03146	3424.06198
SIRV610	SIRV6	23987.48917	46117.6853	73874.70334	28371.66699	80878.14837	44712.19423
SIRV611	SIRV6	17.03669	926.32755	1061.90961	14.06935	946.08927	263.06417
SIRV612	SIRV6	278991.20183	0.01239	0.01718	326630.22865	0.03699	556473.73009
SIRV613	SIRV6	134287.20397	163981.47873	299215.39844	153164.34392	298715.18777	273156.23456
SIRV614	SIRV6	72.82853	284.92098	142.16255	65.82458	324.93626	133.32286
SIRV615	SIRV6	39526.63621	79455.61683	80466.6636	43899.13106	209814.6475	101509.60744
SIRV616	SIRV6	1776.53469	181.98603	60.51146	1985	211.51293	4590.31085
SIRV617	SIRV6	6.01714	227.50816	172.39304	35.97365	677.8794	700.81629
SIRV618	SIRV6	0	1289.91861	610.28549	0	1283.97798	0
SIRV701	SIRV7	0.01213	0.01582	217340.41883	0.014	233977.00306	0.0298
SIRV702	SIRV7	2889.17477	170171.07002	273044.47886	3102.82488	279170.45493	5092.52931
SIRV703	SIRV7	3724.03508	307524.29852	455237.12795	4208.01415	499940.70563	7865.47067
SIRV704	SIRV7	15	1472.01043	819.002	10	1941.01025	39
SIRV705	SIRV7	160086.39065	263603.54151	217340.41883	177455.98285	233977.00306	335208.83275
SIRV706	SIRV7	316522.75937	304609.50867	439833.82082	356476.44894	811412.63087	777750.29127
SIRV708	SIRV7	217684.62801	215471.55502	281891.73271	249333.71518	600736.1922	565113.84621
