TXNAME	GENEID	day5-rep2-sirvs.aligned.sorted	day0-rep1-sirvs.aligned.sorted	day0-rep3-sirvs.aligned.sorted	day5-rep3-sirvs.aligned.sorted	day0-rep2-sirvs.aligned.sorted	day5-rep1-sirvs.aligned.sorted
BambuTx1	BambuGene4	0.75015	1.08403	0.72398	0.16613	0.33415	0.61154
BambuTx2	BambuGene4	0.37507	0.15486	0	0	0.25061	0
BambuTx3	BambuGene1	0.93769	3.09722	2.68905	0.83067	3.92622	0.61154
BambuTx4	BambuGene1	0	0.30972	0.31028	0	0.08354	0.17472
BambuTx5	BambuGene2	0	5.72985	1.03425	0	1.83781	0.61154
BambuTx6	BambuGene3	0	1.10615	0.10343	0	0	0
BambuTx7	BambuGene3	0	3.79251	1.03425	0.16613	1.25305	0
BambuTx8	BambuGene3	0	1.10615	0.10343	0	0.16707	0
BambuTx9	BambuGene4	0	0.92916	0.72398	0	0.33415	0
BambuTx10	BambuGene4	1.31276	14.40205	22.02953	1.49521	25.81283	0.87362
BambuTx11	BambuGene4	19.12882	31.74645	52.74676	23.92339	48.5348	25.42242
BambuTx12	BambuGene2	0.18754	0	0.20685	0.33227	0.08354	0.08736
BambuTx13	BambuGene2	0	0.7743	0.72398	0.4984	0.9189	0.08736
BambuTx14	BambuGene2	0	0.92916	0.20685	0	0.41768	0.08736
BambuTx15	BambuGene3	0	0	0.72398	0	0.16707	0
BambuTx16	BambuGene3	0	0.31604	0.72398	0	0.11138	0
BambuTx17	BambuGene3	0	0.61944	0.93083	0	0.25061	0
BambuTx18	BambuGene4	0	0	0.72398	0	0	0
BambuTx19	BambuGene1	0	0	0	0.4984	0	0
BambuTx20	BambuGene3	0	1.42219	0.72398	0	0.55691	0
SIRV101	SIRV1	57937.36997	51908.89529	54406.54964	58501.02468	48973.46041	53730.21898
SIRV102	SIRV1	21062.90623	37538.57083	39739.24477	21513.1568	42840.49787	21432.63966
SIRV103	SIRV1	14145.70171	11193.61662	15805.91165	14629.55726	13127.64005	13089.07154
SIRV105	SIRV1	1784.21354	212.78565	54.40241	1875.7171	141.51663	2221.99953
SIRV106	SIRV1	30456.06546	24985.3607	18892.91147	31028.26052	34904.12537	34260.51084
SIRV107	SIRV1	0.56261	0.30999	0.31047	0.16614	0.5854	1.57253
SIRV108	SIRV1	0	1.55212	0.10386	0	0.25144	0.50736
SIRV109	SIRV1	16.87837	548.82278	172.09861	17.94254	304.65704	12.59698
SIRV201	SIRV2	3830.58888	3006.2206	3130.59885	3657.133	2542.13339	3028.36228
SIRV202	SIRV2	59767.05115	859.77295	598.997	53207.38166	503.45071	44054.35293
SIRV203	SIRV2	1328.40296	2871.94882	1191.36157	1378.80415	2952.0907	1624.80231
SIRV204	SIRV2	224.9893	223.18474	80.88345	220.62681	178.35814	201.98303
SIRV205	SIRV2	0	85.96636	0.00002	0	0.00003	0
SIRV206	SIRV2	7.18278	0	0.00008	0	0.00001	0
SIRV301	SIRV3	83025.90126	1892.49815	2481.3639	81720.9712	2026.2956	78021.9532
SIRV302	SIRV3	1087.87658	76033.75074	77696.0841	1087.69551	65964.10216	1092.1001
SIRV303	SIRV3	0	43313.28108	44994.34008	0	36244.67993	0
SIRV304	SIRV3	1318.96861	79128.20259	81416.59449	1322.22509	82804.29591	1354.90655
SIRV305	SIRV3	38.08189	138.75573	41.9908	29.74565	75.85156	46.22328
SIRV306	SIRV3	7141.51029	12773.63448	15456.41317	6375.89667	13227.72626	5958.76648
SIRV307	SIRV3	10621.16917	9757.715	6784.39566	10867.53051	13111.12938	13242.76153
SIRV308	SIRV3	901.86782	103.91157	38.06041	815.38885	63.98909	1162.09282
SIRV309	SIRV3	2078.16911	4075.19065	2474.77583	2244.01639	5247.72491	2455.80902
SIRV310	SIRV3	9.75579	1278.08913	459.40848	10.30361	986.2667	14.76882
SIRV311	SIRV3	0	0	0	0	0	0
SIRV403	SIRV4	385.41182	10920.24478	4606.52605	391.45184	11197.29681	549.83302
SIRV404	SIRV4	689.15105	1142.88506	399.75064	689.23227	853.27928	926.46734
SIRV405	SIRV4	5.43859	637.18281	227.05976	5.64858	476.28236	9.34885
SIRV406	SIRV4	4061.87462	397.68242	152.75876	3978.92482	334.56436	5472.98366
SIRV408	SIRV4	29.65791	3178.48961	1129.57782	27.26786	2519.01446	38.73491
SIRV409	SIRV4	7802.27513	15671.59857	16448.61224	7900.90651	13070.98488	6549.00957
SIRV410	SIRV4	147021.55496	7479.15497	6844.25433	151977.44305	11850.76005	169484.37679
SIRV501	SIRV5	3916.57158	7745.96328	6853.14715	3591.7203	5446.00746	3129.27007
SIRV502	SIRV5	798.70897	47206.45765	53262.84426	805.81686	43322.23205	723.94086
SIRV503	SIRV5	71.07671	239.72589	82.43004	58.97794	166.2384	84.56673
SIRV504	SIRV5	3575.4637	6645.33107	5990.81279	3594.80708	4944.20999	2780.69233
SIRV505	SIRV5	63795.7062	75010.30632	78387.09579	62812.14958	69165.48283	61772.70446
SIRV506	SIRV5	664.59184	805.18961	319.73016	570.5242	785.57972	793.22493
SIRV507	SIRV5	16.12824	1005.20204	307.69057	13.62304	605.2246	18.43344
SIRV508	SIRV5	200481.31706	13147.58437	13686.27643	204183.45852	12080.46367	189123.85328
SIRV509	SIRV5	4126.95676	7241.71349	4590.31362	3926.43245	10012.28082	4706.16761
SIRV510	SIRV5	571.47844	43677.79865	35076.01091	546.81688	31349.39185	486.45003
SIRV511	SIRV5	19.17036	1525.34273	583.28599	16.64273	1480.02125	23.81573
SIRV512	SIRV5	1.60802	1.27273	1.31406	0.65425	1.10692	18.02327
SIRV601	SIRV6	1298.59702	65240.53437	71577.53113	1268.66664	62488.22869	1184.64525
SIRV602	SIRV6	6239.39108	579.83464	219.14144	5659.97413	470.29583	7790.22337
