TXNAME	GENEID	day5-rep2-sirvs.aligned.sorted	day0-rep1-sirvs.aligned.sorted	day0-rep3-sirvs.aligned.sorted	day5-rep3-sirvs.aligned.sorted	day0-rep2-sirvs.aligned.sorted	day5-rep1-sirvs.aligned.sorted
BambuTx1	SIRV1	57919.69892	51883.52427	54396.77899	58481.71938	48954.83534	53715.05084
BambuTx2	SIRV1	14141.38723	11186.96577	15801.3977	14625.15529	13122.59911	13085.46176
BambuTx3	SIRV2	1329.15235	2887.28898	1195.36404	1379.53668	2969.32422	1625.95559
BambuTx4	SIRV3	1087.28558	78378.19434	79977.49504	1087.1629	68076.03018	1091.58925
BambuTx5	SIRV4	29.64887	3176.84707	1129.32076	27.25902	2518.05351	38.72403
BambuTx6	SIRV5	63933.51132	75293.53962	78504.33487	62923.54093	69476.09594	61947.55387
BambuTx7	SIRV5	799.9451	47385.30313	53344.32347	807.26863	43512.70755	725.87435
BambuTx8	SIRV6	1289.84498	66119.66538	72439.61461	1259.48256	63577.52779	1177.54942
BambuTx9	BambuGene4	0.74992	1.08347	0.72383	0.16608	0.33402	0.61136
BambuTx10	BambuGene4	0.37496	0.15478	0	0	0.25051	0
BambuTx11	SIRV3	1318.56404	79078.35415	81390.2267	1321.79481	82764.36894	1354.52451
BambuTx12	BambuGene1	0.9374	3.09564	2.6885	0.8304	3.92473	0.61136
BambuTx13	BambuGene1	0	0.30956	0.31021	0	0.0835	0.17468
BambuTx14	BambuGene2	0	5.72694	1.03404	0	1.83711	0.61136
BambuTx15	BambuGene3	0	41081.99901	0.13247	0	302.4703	0
BambuTx16	BambuGene3	0	82.81293	30.21044	0.49824	75.53789	0
BambuTx17	BambuGene3	0	8231.37715	51780.67508	0	10888.47626	0
BambuTx18	BambuGene4	0	0.92869	0.72383	0	0.33402	0
BambuTx19	BambuGene4	1.31236	14.39474	22.02504	1.49473	25.80299	0.87338
BambuTx20	BambuGene4	19.12299	31.73033	52.73602	23.91563	48.51631	25.41527
BambuTx21	BambuGene2	0.18748	0	0.20681	0.33216	0.0835	0.08734
BambuTx22	BambuGene2	0	0.77391	0.72383	0.49824	0.91855	0.08734
BambuTx23	BambuGene2	0	0.92869	0.20681	0	0.41752	0.08734
