TXNAME	GENEID	day5-rep2-sirvs.aligned.sorted	day0-rep1-sirvs.aligned.sorted	day0-rep3-sirvs.aligned.sorted	day5-rep3-sirvs.aligned.sorted	day0-rep2-sirvs.aligned.sorted	day5-rep1-sirvs.aligned.sorted
BambuTx1	SIRV1	308937.53453	335203.62582	526060.85981	352128.14033	586251.53213	615027.01885
BambuTx2	SIRV1	75428.6605	72275.57379	152812.29909	88060.48777	157147.78289	149826.02469
BambuTx3	SIRV2	7089.55777	18653.89346	11560.13735	8306.41936	35558.71159	18616.87927
BambuTx4	SIRV3	5799.46605	506377.60828	773447.07886	6545.9883	815234.62844	12498.4873
BambuTx5	SIRV4	158.14391	20524.63995	10921.44541	164.1311	30154.58469	443.38271
BambuTx6	SIRV5	341014.57244	486448.59495	759200.42824	378873.08527	832000.91285	709287.59793
BambuTx7	SIRV5	4266.82236	306141.99101	515882.76348	4860.69844	521080.11998	8311.12198
BambuTx8	SIRV6	6879.89639	427178.99152	700549.67691	7583.55359	761363.46526	13482.71478
BambuTx9	BambuGene4	4	7	7	1	4	7
BambuTx10	BambuGene4	2	1	0	0	3	0
BambuTx11	SIRV3	7033.08081	510901.12725	787109.33692	7958.746	991132.69941	15509.04552
BambuTx12	BambuGene1	5	20	26	5	47	7
BambuTx13	BambuGene1	0	2	3	0	1	2
BambuTx14	BambuGene2	0	37	10	0	22	7
BambuTx15	BambuGene3	0	265418.26556	1.28108	0	3622.18923	0
BambuTx16	BambuGene3	0	535.02906	292.15942	3	904.593	0
BambuTx17	BambuGene3	0	53180.41722	500761.01858	0	130393.3686	0
BambuTx18	BambuGene4	0	6	7	0	4	0
BambuTx19	BambuGene4	7	93	213	9	309	10
BambuTx20	BambuGene4	102	205	510	144	581	291
BambuTx21	BambuGene2	1	0	2	2	1	1
BambuTx22	BambuGene2	0	5	7	3	11	1
BambuTx23	BambuGene2	0	6	2	0	5	1
BambuTx24	BambuGene3	0	6831.38777	161.57811	0	41.74891	0
BambuTx25	BambuGene3	0	10.73016	7179.35523	0	22921.68874	0
BambuTx26	BambuGene3	0	6.84771	17.24395	0	116705.80986	0
BambuTx27	BambuGene4	0	0	7	0	0	0
