TXNAME	GENEID	day5-rep2-sirvs.aligned.sorted	day0-rep1-sirvs.aligned.sorted	day0-rep3-sirvs.aligned.sorted	day5-rep3-sirvs.aligned.sorted	day0-rep2-sirvs.aligned.sorted	day5-rep1-sirvs.aligned.sorted
BambuTx1	SIRV1	308940.62756	335197.39456	526043.0139	352106.75495	586232.52706	614989.80727
BambuTx2	SIRV1	75429.41568	72281.92131	152830.08115	88085.08133	157166.91089	149875.30306
BambuTx3	SIRV1	112313.06109	242402.01223	384232.37746	129492.36514	512834.65016	245330.73292
BambuTx4	SIRV2	7089.85943	18653.51598	11560.98799	8306.7954	35561.06928	18617.96773
BambuTx5	SIRV3	5839.64277	506754.51142	774543.15675	6576.82019	816098.10726	12575.67856
BambuTx6	SIRV4	41603.8142	101198	159039	47557.24709	156470.02821	74963.82745
BambuTx7	SIRV4	159.15662	21382.54562	11325.85939	165.08365	31142.24829	446.24795
BambuTx8	SIRV5	341059.53457	486502.96358	759234.80606	378906.93438	832087.78564	709374.49432
BambuTx9	SIRV5	9715.0228	312015.47976	523007.8801	9415.34453	530121.86454	18145.55296
BambuTx10	SIRV5	22009.80918	46768.2775	44389.31583	23634.81513	119863.54666	53873.01876
BambuTx11	SIRV6	6926.26216	428714.15315	701165.15133	7634.93258	762825.20991	13604.43687
BambuTx12	BambuGene6	4	7	7	1	4	7
BambuTx13	BambuGene6	2	1	0	0	3	0
BambuTx14	SIRV3	7033.69022	510905.07819	787114.93055	7959.22516	991139.5948	15509.85784
BambuTx15	BambuGene1	5	20	26	5	47	7
BambuTx16	BambuGene1	0	2	3	0	1	2
BambuTx17	BambuGene4	4726.36328	944.88806	13.90441	3.3211	123.67449	12.30801
BambuTx18	BambuGene5	0	273640.07435	1.29216	0	29898.82361	0
BambuTx19	BambuGene5	0	450.49861	190.63312	3	530.28506	0
BambuTx20	BambuGene5	0	45191.25161	501177.35018	0	114102.52823	0
BambuTx21	BambuGene6	0	6	7	0	4	0
BambuTx22	BambuGene6	7	93	213	9	309	10
BambuTx23	BambuGene6	102	205	510	144	581	291
BambuTx24	BambuGene4	4857.91015	9685.58994	45806.38928	3.65553	22597.02648	14144.96644
BambuTx25	BambuGene4	4726.36328	10658.57274	869.19338	21598.70226	1906.24271	14144.96644
BambuTx26	BambuGene4	4726.36328	21519.94925	11097.51292	3.3211	34431.05632	3449.7591
BambuTx27	BambuGene5	0	6943.75237	109.40733	0	36.86422	0
BambuTx28	BambuGene5	0	11.12307	17629.39976	0	20055.10853	0
BambuTx29	BambuGene5	0	6.94191	17.82647	0	162991.9236	0
BambuTx30	BambuGene6	0	0	7	0	0	0
BambuTx31	BambuGene1	0	0	0	3	0	0
BambuTx32	BambuGene5	0	50735.35807	53598.09099	0	250292.46676	1376
BambuTx33	BambuGene2	0	2	1	0	0	2
SIRV106	SIRV1	162399.89567	161340.6719	182672.5275	186765.79858	417829.9085	392166.15675
SIRV109	SIRV1	90	3544	1664	108	3648.00338	148
SIRV201	SIRV2	20442.98156	19415.22411	30372.62777	22031.30009	30608.20151	34697.57775
SIRV202	SIRV2	318963.15733	5552.71444	5811.38424	320531.90074	6061.72788	504754.45003
SIRV205	SIRV2	0	687.54413	0	0	0	0
SIRV206	SIRV2	75.00169	55.00134	30	33.00377	45.00133	62.0045
SIRV301	SIRV3	442647.64216	278012.19179	434285.37573	491841.28873	435565.10276	892955.55344
SIRV305	SIRV3	203.07238	896.00463	406.00349	179.05106	908.00438	529.1121
SIRV306	SIRV3	38104.18489	80684.25958	150984.13807	38397.97832	154577.92081	68252.70257
SIRV307	SIRV3	56639.7818	63002.67142	65590.02461	65417.92529	156936.71379	151592.35385
SIRV308	SIRV3	4809	671	368	4908	766	13302
SIRV309	SIRV3	11081.98578	26316.28297	23928.3708	13507.71125	62828.5562	28111.74164
SIRV403	SIRV4	5757.84338	81151.45438	50192.14061	6537.91635	148967.75171	17002.75205
SIRV406	SIRV4	21659	2568	1477	23950	4005	62647
SIRV410	SIRV4	783958.1858	48296	66176	914784.75291	141862.97179	1940018.17255
SIRV503	SIRV5	379	1548.00956	797.00293	355.00092	1990.00534	968.00072
SIRV507	SIRV5	86.00007	6491.0059	2975.01147	82	7245.01797	211.00008
SIRV508	SIRV5	1071644.78078	85272.31783	132560.93221	1231603.66118	145336.95329	2171518.18268
SIRV510	SIRV5	3136.50041	283544.66695	339973.47312	3385.94776	377493.27444	5781.5966
SIRV511	SIRV5	109.35219	9928.27892	5658.57827	113.2961	17832.55213	319.15389
SIRV602	SIRV6	33740.4061	3832.67479	2159.57162	34049.97672	5809.91767	89118.39288
SIRV605	SIRV6	29496.72224	55970.23154	80987.81268	33869.09039	126285.70279	63620.61703
SIRV607	SIRV6	982.01913	1547.64224	851.47488	1115.10302	2051.4555	1850.39245
SIRV608	SIRV6	2.30524	8.57626	12.41112	5.0265	8.67208	0
SIRV609	SIRV6	1247.04074	3371.07948	1589.40418	1265.08968	3776.03686	3427.0459
SIRV610	SIRV6	28493.83614	46343.57196	72561.71555	33346.03982	79765.77412	52833.30062
SIRV612	SIRV6	407001.20778	96252.94166	177589.71682	458034.88462	175964.39569	800952.03275
SIRV613	SIRV6	134278.73563	164075.68304	299265.54799	153078.93865	298840.3687	273045.44345
SIRV615	SIRV6	40688.46484	80114.44588	81382.19384	44935.91802	211948.46668	103831.33805
SIRV701	SIRV7	0.00783	0.01679	217498.9777	0.01003	236696.54606	0.02149
SIRV702	SIRV7	2701.83483	170806.68416	272391.22914	2948.40764	276880.40595	4810.72563
SIRV703	SIRV7	3483.26883	308670.5236	455573.04922	3986.99287	496791.32477	7410.50375
SIRV704	SIRV7	15	1472.00593	819.00119	10	1941.00721	39
SIRV705	SIRV7	160514.56498	261821.46721	217498.9777	177831.3951	236696.54606	335945.46695
SIRV706	SIRV7	534190.32353	520071.30231	721696.76505	605800.19437	1412120.16995	1342843.28218
