TXNAME	GENEID	day5-rep2-sirvs.aligned.sorted	day0-rep1-sirvs.aligned.sorted	day0-rep3-sirvs.aligned.sorted	day5-rep3-sirvs.aligned.sorted	day0-rep2-sirvs.aligned.sorted	day5-rep1-sirvs.aligned.sorted
BambuTx1	SIRV1	57919.10606	51853.25701	54383.33809	58476.97311	48937.98911	53710.72194
BambuTx2	SIRV1	14141.24248	11181.6294	15799.8676	14628.94097	13120.10545	13089.50268
BambuTx3	SIRV1	21056.05905	37498.30412	39722.68187	21505.75485	42810.82227	21426.19378
BambuTx4	SIRV2	1329.182	2885.59987	1195.19716	1379.57095	2968.59546	1626.01799
BambuTx5	SIRV3	1094.79576	78392.23201	80073.7606	1092.26117	68126.89239	1098.30889
BambuTx6	SIRV4	7799.73727	15654.79323	16441.75757	7898.18378	13061.93052	6547.03744
BambuTx7	SIRV4	29.83813	3307.76627	1170.88912	27.41666	2599.71758	38.97349
BambuTx8	SIRV5	63940.64617	75259.4251	78491.15387	62927.87713	69461.69159	61953.8987
BambuTx9	SIRV5	1821.33843	48267.13789	54069.56012	1563.67591	44253.93822	1584.75919
BambuTx10	SIRV5	4126.32188	7234.80419	4589.05281	3925.20856	10006.06529	4705.05153
BambuTx11	SIRV6	1298.51135	66319.80299	72487.80133	1267.98972	63679.73474	1188.15648
BambuTx12	BambuGene6	0.74991	1.08286	0.72367	0.16608	0.33392	0.61135
BambuTx13	BambuGene6	0.37495	0.15469	0	0	0.25044	0
BambuTx14	SIRV3	1318.65159	79034.30265	81373.45474	1321.84739	82739.14609	1354.56824
BambuTx15	BambuGene1	0.93738	3.09389	2.68793	0.83039	3.9235	0.61135
BambuTx16	BambuGene1	0	0.30939	0.31015	0	0.08348	0.17467
BambuTx17	BambuGene4	886.08202	146.16917	1.43746	0.55156	10.3242	1.07493
BambuTx18	BambuGene5	0	42330.66645	0.13359	0	2495.91798	0
BambuTx19	BambuGene5	0	69.68974	19.70802	0.49823	44.26756	0
BambuTx20	BambuGene5	0	6990.84666	51812.67797	0	9525.14237	0
BambuTx21	BambuGene6	0	0.92817	0.72367	0	0.33392	0
BambuTx22	BambuGene6	1.31234	14.38661	22.02035	1.4947	25.79495	0.87336
BambuTx23	BambuGene6	19.1226	31.71241	52.72478	23.91515	48.50118	25.41476
BambuTx24	BambuGene4	910.74397	1498.30933	4735.55259	0.6071	1886.3727	1235.36415
BambuTx25	BambuGene4	886.08202	1648.82461	89.85888	3587.05624	159.13086	1235.36415
BambuTx26	BambuGene4	886.08202	3329.02188	1147.28222	0.55156	2874.26334	301.288
BambuTx27	BambuGene5	0	1074.16162	11.31074	0	3.07738	0
BambuTx28	BambuGene5	0	1.72068	1822.56124	0	1674.17644	0
BambuTx29	BambuGene5	0	1.07388	1.84293	0	13606.37053	0
BambuTx30	BambuGene6	0	0	0.72367	0	0	0
BambuTx31	BambuGene1	0	0	0	0.49823	0	0
BambuTx32	BambuGene5	0	7848.49049	5541.07369	0	20894.1153	120.17427
BambuTx33	BambuGene2	0	0.30939	0.10338	0	0	0.17467
SIRV106	SIRV1	30446.16325	24958.54521	18885.03708	31017.57756	34879.94024	34250.2057
SIRV109	SIRV1	16.87288	548.23798	172.02752	17.93636	304.53095	12.92572
SIRV201	SIRV2	3832.57853	3003.43207	3139.98065	3658.90096	2555.136	3030.34608
SIRV202	SIRV2	59798.09481	858.97544	600.79208	53233.10353	506.02578	44083.21178
SIRV205	SIRV2	0	106.35943	0	0	0	0
SIRV206	SIRV2	14.06105	8.50842	3.10146	5.48118	3.75666	5.41522
SIRV301	SIRV3	82986.02853	43007.0098	44897.25705	81683.72067	36360.45302	77987.12576
SIRV305	SIRV3	38.0713	138.60716	41.97342	29.73633	75.79912	46.21051
SIRV306	SIRV3	7143.63903	12481.42652	15609.03046	6377.03627	12903.97966	5960.91494
SIRV307	SIRV3	10618.62778	9746.17872	6780.82284	10864.43871	13100.88887	13239.46295
SIRV308	SIRV3	901.57447	103.80014	38.04455	815.10786	63.94476	1161.74287
SIRV309	SIRV3	2077.61185	4070.98923	2473.76098	2243.32552	5244.85261	2455.16579
SIRV403	SIRV4	1079.4603	12553.69907	5188.95999	1085.80013	12435.64946	1484.95158
SIRV406	SIRV4	4060.55341	397.25596	152.6951	3977.55364	334.3326	5471.33555
SIRV410	SIRV4	146973.73301	7471.13474	6841.4021	151925.07002	11842.55095	169433.33922
SIRV503	SIRV5	71.05359	239.46886	82.3957	58.95763	166.12326	84.54127
SIRV507	SIRV5	16.12299	1004.12414	307.56241	13.61835	604.80542	18.42789
SIRV508	SIRV5	200908.20753	13191.17477	13704.40402	204541.52943	12132.55476	189651.61362
SIRV510	SIRV5	588.0201	43862.85433	35147.11125	562.32939	31512.68635	504.94126
SIRV511	SIRV5	20.50096	1535.85203	584.9947	18.81592	1488.64009	27.87361
SIRV602	SIRV6	6325.53308	592.89444	223.26067	5654.93148	485.00497	7783.23992
SIRV605	SIRV6	5529.9421	8658.29761	8372.67577	5624.89035	10542.17919	5556.36733
SIRV607	SIRV6	184.1055	239.41204	88.02711	185.19341	171.25305	161.60579
SIRV608	SIRV6	0.43218	1.3267	1.28309	0.83479	0.72394	0
SIRV609	SIRV6	233.79083	521.4881	164.31566	210.1028	315.21903	299.30433
SIRV610	SIRV6	5341.92453	7169.10449	7501.56965	5538.02347	6658.75127	4614.24675
SIRV612	SIRV6	76303.15995	14889.81896	18359.56634	76069.24109	14689.29696	69951.91044
SIRV613	SIRV6	25174.10673	25381.63691	30938.64769	25422.95157	24946.836	23846.68448
SIRV615	SIRV6	7628.13078	12393.27936	8413.44766	7462.84027	17693.20411	9068.20904
SIRV701	SIRV7	0.00147	0.0026	22485.46245	0.00167	19759.14413	0.00188
SIRV702	SIRV7	506.53052	26422.88704	28160.32894	489.66386	23113.64461	420.14932
SIRV703	SIRV7	653.03103	47749.69093	47098.01766	662.14939	41471.54469	647.20342
SIRV704	SIRV7	2.81215	227.7115	84.66992	1.66077	162.03296	3.4061
SIRV705	SIRV7	30092.70806	40502.39068	22485.46245	29533.77509	19759.14413	29340.11808
SIRV706	SIRV7	100148.12959	80452.26885	74610.39903	100609.71901	117882.10021	117278.50005
