TXNAME	GENEID	day5-rep2-sirvs.aligned.sorted	day0-rep1-sirvs.aligned.sorted	day0-rep3-sirvs.aligned.sorted	day5-rep3-sirvs.aligned.sorted	day0-rep2-sirvs.aligned.sorted	day5-rep1-sirvs.aligned.sorted
BambuTx1	SIRV1	57938.66243	51905.33442	54406.69032	58501.67478	48971.80527	53731.23069
BambuTx2	SIRV1	14146.01727	11192.84875	15805.95252	14629.76913	13126.99337	13089.39521
BambuTx3	SIRV4	29.65857	3178.27157	1129.58074	27.26818	2518.91861	38.73569
BambuTx4	SIRV5	800.20704	47408.93506	53354.84586	807.53995	43527.92369	726.09295
BambuTx5	SIRV6	1290.45601	66146.47125	72459.43824	1260.09832	63604.35473	1178.14522
BambuTx6	BambuGene4	0.75017	1.08395	0.72398	0.16614	0.33413	0.61155
BambuTx7	BambuGene4	0.37508	0.15485	0	0	0.2506	0
BambuTx8	SIRV3	1318.9958	79113.46503	81407.36675	1322.23906	82792.82981	1354.93241
BambuTx9	BambuGene1	0.93771	3.097	2.68906	0.83068	3.92608	0.61155
BambuTx10	BambuGene1	0	0.3097	0.31028	0	0.08353	0.17473
BambuTx11	BambuGene2	0	5.72945	1.03425	0	1.83774	0.61155
BambuTx12	BambuGene3	0	1.10607	0.10343	0	0	0
BambuTx13	BambuGene3	0	3.79225	1.03425	0.16614	1.253	0
BambuTx14	BambuGene3	0	1.10607	0.10343	0	0.16707	0
BambuTx15	BambuGene4	0	0.9291	0.72398	0	0.33413	0
BambuTx16	BambuGene4	1.31279	14.40106	22.02959	1.49523	25.81187	0.87364
BambuTx17	BambuGene4	19.12925	31.74428	52.7469	23.92367	48.533	25.42293
BambuTx18	BambuGene2	0.18754	0	0.20685	0.33227	0.08353	0.08736
BambuTx19	BambuGene2	0	0.77425	0.72398	0.49841	0.91887	0.08736
BambuTx20	BambuGene2	0	0.9291	0.20685	0	0.41767	0.08736
BambuTx21	BambuGene3	0	0	0.72398	0	0.16707	0
BambuTx22	BambuGene3	0	0.31602	0.72398	0	0.11138	0
BambuTx23	BambuGene3	0	0.6194	0.93083	0	0.2506	0
BambuTx24	BambuGene4	0	0	0.72398	0	0	0
BambuTx25	BambuGene1	0	0	0	0.49841	0	0
BambuTx26	BambuGene3	0	1.42209	0.72398	0	0.55689	0
SIRV102	SIRV1	21063.37637	37535.99574	39739.34752	21513.4107	42838.90829	21433.06861
SIRV105	SIRV1	1784.2538	212.77106	54.40255	1875.73954	141.51137	2222.04488
SIRV106	SIRV1	30456.74535	24983.64674	18892.96032	31028.62673	34902.83006	34261.19666
SIRV108	SIRV1	0	1.55197	0.10386	0	0.25142	0.50719
SIRV109	SIRV1	16.87875	548.78543	172.09925	17.94275	304.72993	12.59741
SIRV201	SIRV2	3830.67437	3006.01438	3130.60695	3657.17614	2542.0413	3028.42286
SIRV202	SIRV2	59768.38496	859.71397	598.99855	53208.00925	503.43247	44055.2342
SIRV203	SIRV2	1328.43264	2871.7518	1191.36465	1378.82045	2951.97857	1624.83493
SIRV204	SIRV2	225.13288	223.16943	80.88366	220.62942	178.35151	201.98707
SIRV205	SIRV2	0	85.96046	0.00002	0	0.00005	0
SIRV206	SIRV2	7.04438	0	0.00008	0	0.00002	0
SIRV301	SIRV3	83030.32322	43021.0468	44921.28345	81723.55047	36442.37869	78025.45595
SIRV302	SIRV3	1087.64161	78497.21879	80092.68931	1087.52829	68093.26901	1091.91797
SIRV305	SIRV3	38.08272	138.74644	41.99103	29.74599	75.84884	46.22419
SIRV306	SIRV3	7139.38166	12496.7863	15625.14961	6374.55261	12933.09336	5957.16169
SIRV307	SIRV3	10621.38834	9755.94078	6783.64851	10867.64556	13109.3819	13243.01486
SIRV308	SIRV3	901.88794	103.90444	38.06051	815.39847	63.98671	1162.11606
SIRV309	SIRV3	2078.21386	4074.4043	2474.48439	2244.04165	5246.99436	2455.85718
SIRV310	SIRV3	9.756	1277.8418	459.35284	10.30373	986.12845	14.76911
SIRV311	SIRV3	0	0	0	0	0	0
SIRV403	SIRV4	385.42031	10919.49567	4606.53796	391.45638	11196.88426	549.84384
SIRV404	SIRV4	689.16654	1142.80666	399.75168	689.24047	853.24738	926.48605
SIRV405	SIRV4	5.43871	637.1391	227.06034	5.64864	476.26463	9.34903
SIRV406	SIRV4	4061.96527	397.65514	152.75915	3978.97176	334.55195	5473.09315
SIRV409	SIRV4	7802.44926	15670.52352	16448.65477	7900.99971	13070.5001	6549.14059
SIRV410	SIRV4	147024.83611	7478.64191	6844.27202	151979.23573	11850.32052	169487.76756
SIRV501	SIRV5	3926.86829	7779.42948	6865.12006	3599.48362	5473.11883	3140.018
SIRV503	SIRV5	71.0783	239.70945	82.43025	58.97864	166.23223	84.56842
SIRV504	SIRV5	3575.54416	6644.94176	5990.89339	3594.85017	4944.02363	2780.74842
SIRV505	SIRV5	63954.44621	75327.09932	78520.59363	62944.68918	69499.90335	61966.20899
SIRV507	SIRV5	16.1286	1005.13309	307.69137	13.6232	605.20215	18.43381
SIRV508	SIRV5	200978.51454	13202.99231	13709.55284	204613.19916	12138.74397	189713.22337
SIRV509	SIRV5	4127.04909	7241.23957	4590.34319	3926.47881	10011.90354	4706.26185
SIRV510	SIRV5	572.86857	43853.78559	35133.93291	547.94556	31495.47581	487.93948
SIRV511	SIRV5	20.68146	1533.33794	584.74868	17.48883	1487.9523	24.97762
SIRV512	SIRV5	1.59675	1.27286	1.31449	0.65095	1.10785	17.94474
SIRV602	SIRV6	6319.10513	593.41599	223.34529	5655.47012	484.91136	7783.05026
SIRV603	SIRV6	819.2077	58323.16377	59061.34788	805.85303	48127.0562	803.32578
SIRV605	SIRV6	5506.21311	8626.95192	8337.26002	5604.35926	10485.38951	5524.26491
SIRV606	SIRV6	58.7834	299.34301	95.34026	48.84191	165.79809	66.82942
SIRV607	SIRV6	184.16866	239.14661	87.72428	185.25185	170.8406	161.4567
SIRV608	SIRV6	0.559	1.32509	1.30128	0.83479	0.74899	0
SIRV609	SIRV6	233.87077	521.24987	163.94737	210.17149	314.76171	299.14286
SIRV610	SIRV6	4486.38817	7144.58601	7644.05991	4698.49148	6759.84459	3895.46392
SIRV611	SIRV6	3.37589	177.1592	124.02728	4.9844	134.3254	82.4751
SIRV612	SIRV6	76036.97696	14817.0772	18300.95469	75794.22363	14654.83971	69523.90309
